id,adjustment_type,driver_id,highest_finish,is_eligible,points,position,round_id,round_number,season_id,session_id,session_number,win_count,year
458216,0,839,10,t,1,16,1044,9,,4173,7,0,2021
458217,0,847,11,t,0,17,1044,9,,4173,7,0,2021
458218,0,852,13,t,0,18,1044,9,,4173,7,0,2021
458219,0,853,14,t,0,19,1044,9,,4173,7,0,2021
458220,0,848,15,t,0,20,1044,9,,4173,7,0,2021
458221,0,831,1,t,185,1,,10,,4186,6,5,2021
458222,0,795,1,t,152,2,,10,,4186,6,3,2021
458223,0,815,1,t,104,3,,10,,4186,6,1,2021
458224,0,845,3,t,101,4,,10,,4186,6,0,2021
458225,0,820,2,t,93,5,,10,,4186,6,0,2021
458226,0,843,4,t,62,6,,10,,4186,6,0,2021
458227,0,830,2,t,60,7,,10,,4186,6,0,2021
458228,0,816,6,t,40,8,,10,,4186,6,0,2021
458229,0,841,3,t,39,9,,10,,4186,6,0,2021
458230,0,798,2,t,30,10,,10,,4186,6,0,2021
458231,0,763,6,t,20,11,,10,,4186,6,0,2021
458232,0,840,8,t,14,12,,10,,4186,6,0,2021
458233,0,838,7,t,12,13,,10,,4186,6,0,2021
458234,0,851,7,t,9,14,,10,,4186,6,0,2021
458235,0,762,10,t,1,15,,10,,4186,6,0,2021
458236,0,839,10,t,1,16,,10,,4186,6,0,2021
458237,0,847,11,t,0,17,,10,,4186,6,0,2021
458238,0,852,13,t,0,18,,10,,4186,6,0,2021
458239,0,853,14,t,0,19,,10,,4186,6,0,2021
458240,0,848,15,t,0,20,,10,,4186,6,0,2021
458241,0,831,1,t,185,1,1045,10,,4180,7,5,2021
458242,0,795,1,t,177,2,1045,10,,4180,7,4,2021
458243,0,845,3,t,113,3,1045,10,,4180,7,0,2021
458244,0,820,2,t,108,4,1045,10,,4180,7,0,2021
458245,0,815,1,t,104,5,1045,10,,4180,7,1,2021
458246,0,843,2,t,80,6,1045,10,,4180,7,0,2021
458247,0,830,2,t,68,7,1045,10,,4180,7,0,2021
458248,0,816,5,t,50,8,1045,10,,4180,7,0,2021
458249,0,841,3,t,39,9,1045,10,,4180,7,0,2021
458250,0,798,2,t,30,10,1045,10,,4180,7,0,2021
458251,0,763,6,t,26,11,1045,10,,4180,7,0,2021
458252,0,840,8,t,18,12,1045,10,,4180,7,0,2021
458253,0,838,7,t,14,13,1045,10,,4180,7,0,2021
458254,0,851,7,t,10,14,1045,10,,4180,7,0,2021
458255,0,762,10,t,1,15,1045,10,,4180,7,0,2021
458256,0,839,10,t,1,16,1045,10,,4180,7,0,2021
458257,0,847,11,t,0,17,1045,10,,4180,7,0,2021
458258,0,852,13,t,0,18,1045,10,,4180,7,0,2021
458259,0,848,14,t,0,19,1045,10,,4180,7,0,2021
458260,0,853,14,t,0,20,1045,10,,4180,7,0,2021
458261,0,795,1,t,195,1,1046,11,,4187,7,4,2021
458262,0,831,1,t,187,2,1046,11,,4187,7,5,2021
458263,0,845,3,t,113,3,1046,11,,4187,7,0,2021
458264,0,820,2,t,108,4,1046,11,,4187,7,0,2021
458265,0,815,1,t,104,5,1046,11,,4187,7,1,2021
458266,0,830,2,t,83,6,1046,11,,4187,7,0,2021
458267,0,843,2,t,80,7,1046,11,,4187,7,0,2021
458268,0,841,3,t,50,8,1046,11,,4187,7,0,2021
458269,0,816,5,t,50,9,1046,11,,4187,7,0,2021
458270,0,838,1,t,39,10,1046,11,,4187,7,1,2021
458271,0,763,4,t,38,11,1046,11,,4187,7,0,2021
458272,0,798,2,t,30,12,1046,11,,4187,7,0,2021
458273,0,851,6,t,18,13,1046,11,,4187,7,0,2021
458274,0,840,8,t,18,14,1046,11,,4187,7,0,2021
458275,0,848,7,t,6,15,1046,11,,4187,7,0,2021
458276,0,847,8,t,4,16,1046,11,,4187,7,0,2021
458277,0,762,10,t,2,17,1046,11,,4187,7,0,2021
458278,0,839,10,t,1,18,1046,11,,4187,7,0,2021
458279,0,852,12,t,0,19,1046,11,,4187,7,0,2021
458280,0,853,14,t,0,20,1046,11,,4187,7,0,2021
458281,0,795,1,t,202.5,1,1047,12,,4194,7,4,2021
458282,0,831,1,t,199.5,2,1047,12,,4194,7,6,2021
458283,0,845,3,t,113,3,1047,12,,4194,7,0,2021
458284,0,820,2,t,108,4,1047,12,,4194,7,0,2021
458285,0,815,1,t,104,5,1047,12,,4194,7,1,2021
458286,0,830,2,t,83.5,6,1047,12,,4194,7,0,2021
458287,0,843,2,t,82,7,1047,12,,4194,7,0,2021
458288,0,816,4,t,56,8,1047,12,,4194,7,0,2021
458289,0,841,3,t,54,9,1047,12,,4194,7,0,2021
458290,0,838,1,t,42,10,1047,12,,4194,7,1,2021
458291,0,763,4,t,38,11,1047,12,,4194,7,0,2021
458292,0,798,2,t,35,12,1047,12,,4194,7,0,2021
458293,0,851,6,t,18,13,1047,12,,4194,7,0,2021
458294,0,840,8,t,18,14,1047,12,,4194,7,0,2021
458295,0,847,2,t,13,15,1047,12,,4194,7,0,2021
458296,0,848,7,t,7,16,1047,12,,4194,7,0,2021
458297,0,762,10,t,2,17,1047,12,,4194,7,0,2021
458298,0,839,10,t,1,18,1047,12,,4194,7,0,2021
458299,0,852,12,t,0,19,1047,12,,4194,7,0,2021
458300,0,853,14,t,0,20,1047,12,,4194,7,0,2021
458301,0,831,1,t,224.5,1,1048,13,,4201,7,7,2021
458302,0,795,1,t,221.5,2,1048,13,,4201,7,4,2021
458303,0,820,2,t,123,3,1048,13,,4201,7,0,2021
458304,0,845,3,t,114,4,1048,13,,4201,7,0,2021
458305,0,815,1,t,108,5,1048,13,,4201,7,1,2021
458306,0,843,2,t,92,6,1048,13,,4201,7,0,2021
458307,0,830,2,t,89.5,7,1048,13,,4201,7,0,2021
458308,0,841,3,t,66,8,1048,13,,4201,7,0,2021
458309,0,816,4,t,56,9,1048,13,,4201,7,0,2021
458310,0,763,4,t,46,10,1048,13,,4201,7,0,2021
458311,0,838,1,t,44,11,1048,13,,4201,7,1,2021
458312,0,798,2,t,35,12,1048,13,,4201,7,0,2021
458313,0,851,6,t,18,13,1048,13,,4201,7,0,2021
458314,0,840,8,t,18,14,1048,13,,4201,7,0,2021
458315,0,847,2,t,13,15,1048,13,,4201,7,0,2021
458316,0,848,7,t,7,16,1048,13,,4201,7,0,2021
458317,0,762,10,t,2,17,1048,13,,4201,7,0,2021
458318,0,839,10,t,1,18,1048,13,,4201,7,0,2021
458319,0,852,12,t,0,19,1048,13,,4201,7,0,2021
458320,0,853,14,t,0,20,1048,13,,4201,7,0,2021
458321,0,794,15,t,0,21,1048,13,,4201,7,0,2021
458322,0,831,1,t,226.5,1,,14,,4214,6,7,2021
458323,0,795,1,t,221.5,2,,14,,4214,6,4,2021
458324,0,820,2,t,126,3,,14,,4214,6,0,2021
458325,0,845,3,t,114,4,,14,,4214,6,0,2021
458326,0,815,1,t,108,5,,14,,4214,6,1,2021
458327,0,843,2,t,92,6,,14,,4214,6,0,2021
458328,0,830,2,t,89.5,7,,14,,4214,6,0,2021
458329,0,841,3,t,66,8,,14,,4214,6,0,2021
458330,0,816,4,t,57,9,,14,,4214,6,0,2021
458331,0,763,4,t,46,10,,14,,4214,6,0,2021
458332,0,838,1,t,44,11,,14,,4214,6,1,2021
458333,0,798,2,t,35,12,,14,,4214,6,0,2021
458334,0,851,6,t,18,13,,14,,4214,6,0,2021
458335,0,840,8,t,18,14,,14,,4214,6,0,2021
458336,0,847,2,t,13,15,,14,,4214,6,0,2021
458337,0,848,7,t,7,16,,14,,4214,6,0,2021
458338,0,762,10,t,2,17,,14,,4214,6,0,2021
458339,0,839,10,t,1,18,,14,,4214,6,0,2021
458340,0,852,12,t,0,19,,14,,4214,6,0,2021
458341,0,853,14,t,0,20,,14,,4214,6,0,2021
458342,0,794,15,t,0,21,,14,,4214,6,0,2021
458343,0,831,1,t,226.5,1,1049,14,,4208,7,7,2021
458344,0,795,1,t,221.5,2,1049,14,,4208,7,4,2021
458345,0,820,2,t,141,3,1049,14,,4208,7,0,2021
458346,0,845,2,t,132,4,1049,14,,4208,7,0,2021
458347,0,815,1,t,118,5,1049,14,,4208,7,1,2021
458348,0,843,2,t,104,6,1049,14,,4208,7,0,2021
458349,0,830,2,t,97.5,7,1049,14,,4208,7,0,2021
458350,0,816,1,t,83,8,1049,14,,4208,7,1,2021
458351,0,841,3,t,66,9,1049,14,,4208,7,0,2021
458352,0,763,4,t,50,10,1049,14,,4208,7,0,2021
458353,0,838,1,t,45,11,1049,14,,4208,7,1,2021
458354,0,798,2,t,35,12,1049,14,,4208,7,0,2021
458355,0,840,7,t,24,13,1049,14,,4208,7,0,2021
458356,0,851,6,t,18,14,1049,14,,4208,7,0,2021
458357,0,847,2,t,15,15,1049,14,,4208,7,0,2021
458358,0,848,7,t,7,16,1049,14,,4208,7,0,2021
458359,0,762,10,t,2,17,1049,14,,4208,7,0,2021
458360,0,839,10,t,1,18,1049,14,,4208,7,0,2021
458361,0,852,12,t,0,19,1049,14,,4208,7,0,2021
458362,0,794,14,t,0,20,1049,14,,4208,7,0,2021
458363,0,853,14,t,0,21,1049,14,,4208,7,0,2021
458364,0,795,1,t,246.5,1,1050,15,,4215,7,5,2021
458365,0,831,1,t,244.5,2,1050,15,,4215,7,7,2021
458366,0,820,2,t,151,3,1050,15,,4215,7,0,2021
458367,0,845,2,t,139,4,1050,15,,4215,7,0,2021
458368,0,815,1,t,120,5,1050,15,,4215,7,1,2021
458369,0,830,2,t,112.5,6,1050,15,,4215,7,0,2021
458370,0,843,2,t,104,7,1050,15,,4215,7,0,2021
458371,0,816,1,t,95,8,1050,15,,4215,7,1,2021
458372,0,841,3,t,66,9,1050,15,,4215,7,0,2021
458373,0,763,4,t,58,10,1050,15,,4215,7,0,2021
458374,0,838,1,t,45,11,1050,15,,4215,7,1,2021
458375,0,798,2,t,35,12,1050,15,,4215,7,0,2021
458376,0,840,7,t,24,13,1050,15,,4215,7,0,2021
458377,0,851,6,t,18,14,1050,15,,4215,7,0,2021
458378,0,847,2,t,16,15,1050,15,,4215,7,0,2021
458379,0,848,7,t,7,16,1050,15,,4215,7,0,2021
458380,0,762,8,t,6,17,1050,15,,4215,7,0,2021
458381,0,839,10,t,1,18,1050,15,,4215,7,0,2021
458382,0,852,12,t,0,19,1050,15,,4215,7,0,2021
458383,0,794,14,t,0,20,1050,15,,4215,7,0,2021
458384,0,853,14,t,0,21,1050,15,,4215,7,0,2021
458385,0,831,1,t,262.5,1,1051,16,,4222,7,7,2021
458386,0,795,1,t,256.5,2,1051,16,,4222,7,5,2021
458387,0,820,1,t,177,3,1051,16,,4222,7,1,2021
458388,0,845,2,t,145,4,1051,16,,4222,7,0,2021
458389,0,815,1,t,135,5,1051,16,,4222,7,1,2021
458390,0,830,2,t,116.5,6,1051,16,,4222,7,0,2021
458391,0,843,2,t,116,7,1051,16,,4222,7,0,2021
458392,0,816,1,t,95,8,1051,16,,4222,7,1,2021
458393,0,841,3,t,74,9,1051,16,,4222,7,0,2021
458394,0,763,4,t,58,10,1051,16,,4222,7,0,2021
458395,0,838,1,t,46,11,1051,16,,4222,7,1,2021
458396,0,798,2,t,35,12,1051,16,,4222,7,0,2021
458397,0,840,7,t,26,13,1051,16,,4222,7,0,2021
458398,0,851,6,t,18,14,1051,16,,4222,7,0,2021
458399,0,847,2,t,16,15,1051,16,,4222,7,0,2021
458400,0,848,7,t,7,16,1051,16,,4222,7,0,2021
458401,0,762,8,t,6,17,1051,16,,4222,7,0,2021
458402,0,839,10,t,1,18,1051,16,,4222,7,0,2021
458403,0,852,12,t,0,19,1051,16,,4222,7,0,2021
458404,0,794,14,t,0,20,1051,16,,4222,7,0,2021
458405,0,853,14,t,0,21,1051,16,,4222,7,0,2021
458406,0,831,1,t,287.5,1,1052,17,,4229,7,8,2021
458407,0,795,1,t,275.5,2,1052,17,,4229,7,5,2021
458408,0,820,1,t,185,3,1052,17,,4229,7,1,2021
458409,0,815,1,t,150,4,1052,17,,4229,7,1,2021
458410,0,845,2,t,149,5,1052,17,,4229,7,0,2021
458411,0,843,2,t,128,6,1052,17,,4229,7,0,2021
458412,0,830,2,t,122.5,7,1052,17,,4229,7,0,2021
458413,0,816,1,t,105,8,1052,17,,4229,7,1,2021
458414,0,841,3,t,74,9,1052,17,,4229,7,0,2021
458415,0,763,4,t,58,10,1052,17,,4229,7,0,2021
458416,0,838,1,t,46,11,1052,17,,4229,7,1,2021
458417,0,798,2,t,36,12,1052,17,,4229,7,0,2021
458418,0,840,7,t,26,13,1052,17,,4229,7,0,2021
458419,0,851,6,t,20,14,1052,17,,4229,7,0,2021
458420,0,847,2,t,16,15,1052,17,,4229,7,0,2021
458421,0,848,7,t,7,16,1052,17,,4229,7,0,2021
458422,0,762,8,t,6,17,1052,17,,4229,7,0,2021
458423,0,839,10,t,1,18,1052,17,,4229,7,0,2021
458424,0,852,12,t,0,19,1052,17,,4229,7,0,2021
458425,0,794,14,t,0,20,1052,17,,4229,7,0,2021
458426,0,853,14,t,0,21,1052,17,,4229,7,0,2021
458427,0,831,1,t,312.5,1,1053,18,,4236,7,9,2021
458428,0,795,1,t,293.5,2,1053,18,,4236,7,5,2021
458429,0,820,1,t,185,3,1053,18,,4236,7,1,2021
458430,0,815,1,t,165,4,1053,18,,4236,7,1,2021
458431,0,845,2,t,150,5,1053,18,,4236,7,0,2021
458432,0,843,2,t,138,6,1053,18,,4236,7,0,2021
458433,0,830,2,t,130.5,7,1053,18,,4236,7,0,2021
458434,0,816,1,t,105,8,1053,18,,4236,7,1,2021
458435,0,841,3,t,86,9,1053,18,,4236,7,0,2021
458436,0,763,4,t,60,10,1053,18,,4236,7,0,2021
458437,0,838,1,t,46,11,1053,18,,4236,7,1,2021
458438,0,798,2,t,42,12,1053,18,,4236,7,0,2021
458439,0,840,7,t,26,13,1053,18,,4236,7,0,2021
458440,0,851,6,t,20,14,1053,18,,4236,7,0,2021
458441,0,847,2,t,16,15,1053,18,,4236,7,0,2021
458442,0,762,8,t,10,16,1053,18,,4236,7,0,2021
458443,0,848,7,t,7,17,1053,18,,4236,7,0,2021
458444,0,839,10,t,1,18,1053,18,,4236,7,0,2021
458445,0,852,12,t,0,19,1053,18,,4236,7,0,2021
458446,0,794,14,t,0,20,1053,18,,4236,7,0,2021
458447,0,853,14,t,0,21,1053,18,,4236,7,0,2021
458448,0,831,1,t,314.5,1,,19,,4249,6,9,2021
458449,0,795,1,t,293.5,2,,19,,4249,6,5,2021
458450,0,820,1,t,188,3,,19,,4249,6,1,2021
458451,0,815,1,t,165,4,,19,,4249,6,1,2021
458452,0,845,2,t,150,5,,19,,4249,6,0,2021
458453,0,843,2,t,138,6,,19,,4249,6,0,2021
458454,0,830,2,t,131.5,7,,19,,4249,6,0,2021
458455,0,816,1,t,105,8,,19,,4249,6,1,2021
458456,0,841,3,t,86,9,,19,,4249,6,0,2021
458457,0,763,4,t,60,10,,19,,4249,6,0,2021
458458,0,838,1,t,46,11,,19,,4249,6,1,2021
458459,0,798,2,t,42,12,,19,,4249,6,0,2021
458460,0,840,7,t,26,13,,19,,4249,6,0,2021
458461,0,851,6,t,20,14,,19,,4249,6,0,2021
458462,0,847,2,t,16,15,,19,,4249,6,0,2021
458463,0,762,8,t,10,16,,19,,4249,6,0,2021
458464,0,848,7,t,7,17,,19,,4249,6,0,2021
458465,0,839,10,t,1,18,,19,,4249,6,0,2021
458466,0,852,12,t,0,19,,19,,4249,6,0,2021
458467,0,794,14,t,0,20,,19,,4249,6,0,2021
458468,0,853,14,t,0,21,,19,,4249,6,0,2021
458469,0,831,1,t,332.5,1,1054,19,,4243,7,9,2021
458470,0,795,1,t,318.5,2,1054,19,,4243,7,6,2021
458471,0,820,1,t,203,3,1054,19,,4243,7,1,2021
458472,0,815,1,t,178,4,1054,19,,4243,7,1,2021
458473,0,845,2,t,151,5,1054,19,,4243,7,0,2021
458474,0,843,2,t,148,6,1054,19,,4243,7,0,2021
458475,0,830,2,t,139.5,7,1054,19,,4243,7,0,2021
458476,0,816,1,t,105,8,1054,19,,4243,7,1,2021
458477,0,841,3,t,92,9,1054,19,,4243,7,0,2021
458478,0,763,4,t,62,10,1054,19,,4243,7,0,2021
458479,0,838,1,t,50,11,1054,19,,4243,7,1,2021
458480,0,798,2,t,42,12,1054,19,,4243,7,0,2021
458481,0,840,7,t,26,13,1054,19,,4243,7,0,2021
458482,0,851,6,t,20,14,1054,19,,4243,7,0,2021
458483,0,847,2,t,16,15,1054,19,,4243,7,0,2021
458484,0,762,8,t,10,16,1054,19,,4243,7,0,2021
458485,0,848,7,t,7,17,1054,19,,4243,7,0,2021
458486,0,839,10,t,1,18,1054,19,,4243,7,0,2021
458487,0,852,12,t,0,19,1054,19,,4243,7,0,2021
458488,0,794,14,t,0,20,1054,19,,4243,7,0,2021
458489,0,853,14,t,0,21,1054,19,,4243,7,0,2021
458490,0,831,1,t,351.5,1,1055,20,,4250,7,9,2021
458491,0,795,1,t,343.5,2,1055,20,,4250,7,7,2021
458492,0,820,1,t,203,3,1055,20,,4250,7,1,2021
458493,0,815,1,t,190,4,1055,20,,4250,7,1,2021
458494,0,845,2,t,153,5,1055,20,,4250,7,0,2021
458495,0,843,2,t,152,6,1055,20,,4250,7,0,2021
458496,0,830,2,t,145.5,7,1055,20,,4250,7,0,2021
458497,0,816,1,t,105,8,1055,20,,4250,7,1,2021
458498,0,841,3,t,92,9,1055,20,,4250,7,0,2021
458499,0,763,3,t,77,10,1055,20,,4250,7,0,2021
458500,0,838,1,t,60,11,1055,20,,4250,7,1,2021
458501,0,798,2,t,43,12,1055,20,,4250,7,0,2021
458502,0,840,6,t,34,13,1055,20,,4250,7,0,2021
458503,0,851,6,t,20,14,1055,20,,4250,7,0,2021
458504,0,847,2,t,16,15,1055,20,,4250,7,0,2021
458505,0,762,8,t,10,16,1055,20,,4250,7,0,2021
458506,0,848,7,t,7,17,1055,20,,4250,7,0,2021
458507,0,839,10,t,1,18,1055,20,,4250,7,0,2021
458508,0,852,12,t,0,19,1055,20,,4250,7,0,2021
458509,0,794,14,t,0,20,1055,20,,4250,7,0,2021
458510,0,853,14,t,0,21,1055,20,,4250,7,0,2021
458511,0,831,1,t,369.5,1,1056,21,,4257,7,9,2021
458512,0,795,1,t,369.5,2,1056,21,,4257,7,8,2021
458513,0,820,1,t,218,3,1056,21,,4257,7,1,2021
458514,0,815,1,t,190,4,1056,21,,4257,7,1,2021
458515,0,843,2,t,158,5,1056,21,,4257,7,0,2021
458516,0,845,2,t,154,6,1056,21,,4257,7,0,2021
458517,0,830,2,t,149.5,7,1056,21,,4257,7,0,2021
458518,0,816,1,t,115,8,1056,21,,4257,7,1,2021
458519,0,841,3,t,100,9,1056,21,,4257,7,0,2021
458520,0,763,3,t,77,10,1056,21,,4257,7,0,2021
458521,0,838,1,t,72,11,1056,21,,4257,7,1,2021
458522,0,798,2,t,43,12,1056,21,,4257,7,0,2021
458523,0,840,6,t,34,13,1056,21,,4257,7,0,2021
458524,0,851,6,t,20,14,1056,21,,4257,7,0,2021
458525,0,847,2,t,16,15,1056,21,,4257,7,0,2021
458526,0,762,8,t,10,16,1056,21,,4257,7,0,2021
458527,0,848,7,t,7,17,1056,21,,4257,7,0,2021
458528,0,839,9,t,3,18,1056,21,,4257,7,0,2021
458529,0,852,12,t,0,19,1056,21,,4257,7,0,2021
458530,0,794,14,t,0,20,1056,21,,4257,7,0,2021
458531,0,853,14,t,0,21,1056,21,,4257,7,0,2021
458532,0,831,1,t,395.5,1,1057,22,72,4264,7,10,2021
458533,0,795,1,t,387.5,2,1057,22,72,4264,7,8,2021
458534,0,820,1,t,226,3,1057,22,72,4264,7,1,2021
458535,0,815,1,t,190,4,1057,22,72,4264,7,1,2021
458536,0,830,2,t,164.5,5,1057,22,72,4264,7,0,2021
458537,0,845,2,t,160,6,1057,22,72,4264,7,0,2021
458538,0,843,2,t,159,7,1057,22,72,4264,7,0,2021
458539,0,816,1,t,115,8,1057,22,72,4264,7,1,2021
458540,0,841,3,t,110,9,1057,22,72,4264,7,0,2021
458541,0,763,3,t,81,10,1057,22,72,4264,7,0,2021
458542,0,838,1,t,74,11,1057,22,72,4264,7,1,2021
458543,0,798,2,t,43,12,1057,22,72,4264,7,0,2021
458544,0,840,6,t,34,13,1057,22,72,4264,7,0,2021
458545,0,851,4,t,32,14,1057,22,72,4264,7,0,2021
458546,0,847,2,t,16,15,1057,22,72,4264,7,0,2021
458547,0,762,8,t,10,16,1057,22,72,4264,7,0,2021
458548,0,848,7,t,7,17,1057,22,72,4264,7,0,2021
458549,0,839,9,t,3,18,1057,22,72,4264,7,0,2021
458550,0,852,12,t,0,19,1057,22,72,4264,7,0,2021
458551,0,794,14,t,0,20,1057,22,72,4264,7,0,2021
458552,0,853,14,t,0,21,1057,22,72,4264,7,0,2021
458553,0,843,1,t,26,1,1058,1,,4271,7,1,2022
458554,0,830,2,t,18,2,1058,1,,4271,7,0,2022
458555,0,795,3,t,15,3,1058,1,,4271,7,0,2022
458556,0,847,4,t,12,4,1058,1,,4271,7,0,2022
458557,0,824,5,t,10,5,1058,1,,4271,7,0,2022
458558,0,820,6,t,8,6,1058,1,,4271,7,0,2022
458559,0,838,7,t,6,7,1058,1,,4271,7,0,2022
458560,0,851,8,t,4,8,1058,1,,4271,7,0,2022
458561,0,763,9,t,2,9,1058,1,,4271,7,0,2022
458562,0,854,10,t,1,10,1058,1,,4271,7,0,2022
458563,0,852,11,t,0,11,1058,1,,4271,7,0,2022
458564,0,840,12,t,0,12,1058,1,,4271,7,0,2022
458565,0,846,13,t,0,13,1058,1,,4271,7,0,2022
458566,0,816,14,t,0,14,1058,1,,4271,7,0,2022
458567,0,845,15,t,0,15,1058,1,,4271,7,0,2022
458568,0,848,16,t,0,16,1058,1,,4271,7,0,2022
458569,0,807,17,t,0,17,1058,1,,4271,7,0,2022
458570,0,815,18,t,0,18,1058,1,,4271,7,0,2022
458571,0,831,19,t,0,19,1058,1,,4271,7,0,2022
458572,0,841,,f,0,,1058,1,,4271,7,0,2022
458573,0,843,1,t,45,1,1059,2,,4278,7,1,2022
458574,0,830,2,t,33,2,1059,2,,4278,7,0,2022
458575,0,831,1,t,25,3,1059,2,,4278,7,1,2022
458576,0,847,4,t,22,4,1059,2,,4278,7,0,2022
458577,0,795,3,t,16,5,1059,2,,4278,7,0,2022
458578,0,838,6,t,14,6,1059,2,,4278,7,0,2022
458579,0,815,4,t,12,7,1059,2,,4278,7,0,2022
458580,0,824,5,t,12,8,1059,2,,4278,7,0,2022
458581,0,820,6,t,8,9,1059,2,,4278,7,0,2022
458582,0,845,7,t,6,10,1059,2,,4278,7,0,2022
458583,0,851,8,t,4,11,1059,2,,4278,7,0,2022
458584,0,841,8,t,4,12,1059,2,,4278,7,0,2022
458585,0,763,9,t,2,13,1059,2,,4278,7,0,2022
458586,0,854,10,t,1,14,1059,2,,4278,7,0,2022
458587,0,852,11,t,0,15,1059,2,,4278,7,0,2022
458588,0,840,12,t,0,16,1059,2,,4278,7,0,2022
458589,0,807,12,t,0,17,1059,2,,4278,7,0,2022
458590,0,846,13,t,0,18,1059,2,,4278,7,0,2022
458591,0,816,14,t,0,19,1059,2,,4278,7,0,2022
458592,0,848,16,t,0,20,1059,2,,4278,7,0,2022
458593,0,843,1,t,71,1,1060,3,,4285,7,2,2022
458594,0,847,3,t,37,2,1060,3,,4285,7,0,2022
458595,0,830,2,t,33,3,1060,3,,4285,7,0,2022
458596,0,815,2,t,30,4,1060,3,,4285,7,0,2022
458597,0,795,3,t,28,5,1060,3,,4285,7,0,2022
458598,0,831,1,t,25,6,1060,3,,4285,7,1,2022
458599,0,838,6,t,20,7,1060,3,,4285,7,0,2022
458600,0,845,5,t,16,8,1060,3,,4285,7,0,2022
458601,0,824,5,t,12,9,1060,3,,4285,7,0,2022
458602,0,820,6,t,12,10,1060,3,,4285,7,0,2022
458603,0,816,6,t,8,11,1060,3,,4285,7,0,2022
458604,0,841,8,t,6,12,1060,3,,4285,7,0,2022
458605,0,851,8,t,4,13,1060,3,,4285,7,0,2022
458606,0,763,9,t,2,14,1060,3,,4285,7,0,2022
458607,0,854,10,t,1,15,1060,3,,4285,7,0,2022
458608,0,846,10,t,1,16,1060,3,,4285,7,0,2022
458609,0,852,11,t,0,17,1060,3,,4285,7,0,2022
458610,0,840,12,t,0,18,1060,3,,4285,7,0,2022
458611,0,807,12,t,0,19,1060,3,,4285,7,0,2022
458612,0,848,16,t,0,20,1060,3,,4285,7,0,2022
458613,0,798,,f,0,,1060,3,,4285,7,0,2022
458614,0,843,1,t,78,1,,4,,4298,6,2,2022
458615,0,830,2,t,38,2,,4,,4298,6,0,2022
458616,0,847,3,t,37,3,,4,,4298,6,0,2022
458617,0,815,2,t,36,4,,4,,4298,6,0,2022
458618,0,831,1,t,33,5,,4,,4298,6,1,2022
458619,0,795,3,t,28,6,,4,,4298,6,0,2022
458620,0,845,5,t,20,7,,4,,4298,6,0,2022
458621,0,838,6,t,20,8,,4,,4298,6,0,2022
458622,0,820,6,t,14,9,,4,,4298,6,0,2022
458623,0,824,5,t,13,10,,4,,4298,6,0,2022
458624,0,816,6,t,11,11,,4,,4298,6,0,2022
458625,0,841,8,t,6,12,,4,,4298,6,0,2022
458626,0,851,8,t,4,13,,4,,4298,6,0,2022
458627,0,763,9,t,2,14,,4,,4298,6,0,2022
458628,0,854,10,t,1,15,,4,,4298,6,0,2022
458629,0,846,10,t,1,16,,4,,4298,6,0,2022
458630,0,852,11,t,0,17,,4,,4298,6,0,2022
458631,0,840,12,t,0,18,,4,,4298,6,0,2022
458632,0,807,12,t,0,19,,4,,4298,6,0,2022
458633,0,848,16,t,0,20,,4,,4298,6,0,2022
458634,0,798,,f,0,,,4,,4298,6,0,2022
458635,0,843,1,t,86,1,1061,4,,4292,7,2,2022
458636,0,831,1,t,59,2,1061,4,,4292,7,2,2022
458637,0,815,2,t,54,3,1061,4,,4292,7,0,2022
458638,0,847,3,t,49,4,1061,4,,4292,7,0,2022
458639,0,830,2,t,38,5,1061,4,,4292,7,0,2022
458640,0,845,3,t,35,6,1061,4,,4292,7,0,2022
458641,0,795,3,t,28,7,1061,4,,4292,7,0,2022
458642,0,820,5,t,24,8,1061,4,,4292,7,0,2022
458643,0,838,6,t,20,9,1061,4,,4292,7,0,2022
458644,0,824,5,t,15,10,1061,4,,4292,7,0,2022
458645,0,816,6,t,11,11,1061,4,,4292,7,0,2022
458646,0,851,7,t,10,12,1061,4,,4292,7,0,2022
458647,0,841,8,t,6,13,1061,4,,4292,7,0,2022
458648,0,798,8,t,4,14,1061,4,,4292,7,0,2022
458649,0,763,9,t,2,15,1061,4,,4292,7,0,2022
458650,0,854,10,t,1,16,1061,4,,4292,7,0,2022
458651,0,846,10,t,1,17,1061,4,,4292,7,0,2022
458652,0,840,10,t,1,18,1061,4,,4292,7,0,2022
458653,0,852,11,t,0,19,1061,4,,4292,7,0,2022
458654,0,807,12,t,0,20,1061,4,,4292,7,0,2022
458655,0,848,16,t,0,21,1061,4,,4292,7,0,2022
458656,0,843,1,t,104,1,1062,5,,4299,7,2,2022
458657,0,831,1,t,85,2,1062,5,,4299,7,3,2022
458658,0,815,2,t,66,3,1062,5,,4299,7,0,2022
458659,0,847,3,t,59,4,1062,5,,4299,7,0,2022
458660,0,830,2,t,53,5,1062,5,,4299,7,0,2022
458661,0,795,3,t,36,6,1062,5,,4299,7,0,2022
458662,0,845,3,t,35,7,1062,5,,4299,7,0,2022
458663,0,820,5,t,30,8,1062,5,,4299,7,0,2022
458664,0,838,6,t,24,9,1062,5,,4299,7,0,2022
458665,0,824,5,t,15,10,1062,5,,4299,7,0,2022
458666,0,816,6,t,11,11,1062,5,,4299,7,0,2022
458667,0,851,7,t,10,12,1062,5,,4299,7,0,2022
